,movie_ID,movie_title,movie_year,genres,movie_decade
210,m210,the crow: salvation,2000,"['action', 'crime', 'fantasy', 'mystery', 'thriller']",2000
211,m211,the day the earth stood still,2008,"['drama', 'sci-fi', 'thriller']",2000
212,m212,the lost boys,1987,"['comedy', 'fantasy', 'horror', 'thriller']",1980
213,m213,the thing,1982,"['horror', 'mystery', 'sci-fi', 'thriller']",1980
214,m214,the time machine,2002,"['sci-fi', 'adventure', 'action']",2000
215,m215,the jacket,2005,"['drama', 'fantasy', 'mystery', 'sci-fi', 'thriller']",2000
216,m216,thelma & louise,1991,"['crime', 'drama', 'thriller']",1990
217,m217,there's something about mary,1998,"['comedy', 'romance']",1990
218,m218,thirteen days,2000,"['drama', 'history', 'thriller']",2000
219,m219,thunderheart,1992,"['crime', 'mystery', 'thriller', 'western']",1990
220,m220,top gun,1986,"['action', 'drama', 'romance']",1980
221,m221,total recall,1990,"['action', 'adventure', 'sci-fi', 'thriller']",1990
222,m222,tremors,1990,"['action', 'comedy', 'horror', 'thriller']",1990
223,m223,true believer,1989,"['drama', 'crime']",1980
224,m224,twin peaks: fire walk with me,1992,"['drama', 'horror', 'mystery', 'thriller']",1990
225,m225,the verdict,1982,['drama'],1980
226,m226,the war of the worlds,1953,"['action', 'horror', 'sci-fi', 'thriller']",1950
227,m227,new nightmare,1994,"['fantasy', 'horror', 'mystery', 'thriller']",1990
228,m228,white squall,1996,"['adventure', 'drama']",1990
229,m229,wild at heart,1990,"['crime', 'romance', 'thriller']",1990
230,m230,wonder boys,2000,"['drama', 'comedy']",2000
231,m231,the woodsman,2004,['drama'],2000
232,m232,the abyss,1989,"['action', 'adventure', 'drama', 'sci-fi', 'thriller']",1980
233,m233,l'avventura,1960,"['drama', 'mystery']",1960
234,m234,agnes of god,1985,"['drama', 'mystery', 'thriller']",1980
235,m235,a hard day's night,1964,"['comedy', 'music']",1960
236,m236,alien,1979,"['adventure', 'horror', 'sci-fi', 'thriller']",1970
237,m237,alien vs. predator,1993,"['action', 'adventure', 'sci-fi']",1990
238,m238,all about eve,1950,['drama'],1950
239,m239,all the president's men,1976,"['drama', 'history', 'thriller']",1970
240,m240,american pie,1999,"['comedy', 'romance']",1990
241,m241,an american werewolf in paris,1997,"['horror', 'romance', 'thriller', 'comedy']",1990
242,m242,anastasia,1997,"['animation', 'adventure', 'drama', 'family', 'musical', 'animation', 'family']",1990
243,m243,annie hall,1977,"['comedy', 'drama', 'romance']",1970
244,m244,the anniversary party,2001,"['drama', 'comedy']",2000
245,m245,antz,1998,"['animation', 'adventure', 'comedy', 'family']",1990
246,m246,the apartment,1960,"['romance', 'comedy', 'drama']",1960
247,m247,apocalypse now,1979,"['drama', 'war']",1970
248,m248,arctic blue,1993,"['action', 'thriller']",1990
249,m249,as good as it gets,1997,"['comedy', 'drama', 'romance']",1990
250,m250,assassins,1995,"['action', 'thriller', 'crime']",1990
251,m251,asylum,2005,"['drama', 'romance', 'thriller']",2000
252,m252,a walk to remember,2002,"['drama', 'romance']",2000
253,m253,back to the future,1985,"['adventure', 'family', 'sci-fi']",1980
254,m254,badlands,1973,"['crime', 'drama', 'romance', 'thriller']",1970
255,m255,the adventures of buckaroo banzai across the 8th dimension,1984,"['adventure', 'romance', 'comedy', 'sci-fi']",1980
256,m256,barton fink,1991,"['drama', 'mystery', 'thriller']",1990
257,m257,basic instinct,1992,"['mystery', 'romance', 'thriller']",1990
258,m258,basquiat,1996,"['biography', 'drama']",1990
259,m259,batman returns,1992,"['action', 'crime', 'fantasy', 'thriller', 'animation', 'crime', 'fantasy', 'action', 'thriller']",1990
260,m260,batman and robin,1949,"['action', 'adventure', 'crime', 'drama', 'sci-fi']",1940
261,m261,batman forever,1995,"['action', 'crime', 'fantasy', 'thriller']",1990
262,m262,batman,1989,"['crime', 'drama', 'thriller', 'action', 'adventure', 'crime']",1980
263,m263,bean,1997,"['comedy', 'family']",1990
264,m264,beavis and butt-head do america,1996,"['animation', 'adventure', 'comedy', 'crime']",1990
265,m265,beetle juice,1988,"['comedy', 'fantasy']",1980
266,m266,being there,1979,"['drama', 'comedy']",1970
267,m267,being john malkovich,1999,"['comedy', 'drama', 'fantasy', 'romance']",1990
268,m268,beloved,1998,"['drama', 'mystery']",1990
269,m269,the big lebowski,1998,"['comedy', 'crime', 'mystery']",1990
270,m270,the black dahlia,2006,"['crime', 'drama', 'history', 'mystery', 'thriller']",2000
271,m271,blade ii,2002,"['action', 'fantasy', 'horror', 'thriller', 'action', 'adventure', 'horror']",2000
272,m272,blade,1998,"['action', 'adventure', 'fantasy', 'horror', 'thriller']",1990
273,m273,book of shadows: blair witch 2,2000,"['crime', 'horror', 'mystery', 'thriller']",2000
274,m274,blood simple.,1984,"['crime', 'drama', 'thriller']",1980
275,m275,bloodmoon,1997,"['action', 'thriller']",1990
276,m276,blow,2001,"['biography', 'crime', 'drama']",2000
277,m277,la battaglia di algeri,1966,"['drama', 'history', 'war']",1960
278,m278,body of evidence,1993,"['drama', 'romance', 'thriller']",1990
279,m279,the bridges of madison county,1995,"['drama', 'romance']",1990
280,m280,bones,2001,"['crime', 'horror']",2000
281,m281,bound,1996,"['crime', 'drama', 'thriller']",1990
282,m282,the bourne identity,2002,"['action', 'adventure', 'mystery', 'thriller']",2000
283,m283,brazil,1985,"['drama', 'fantasy', 'sci-fi']",1980
284,m284,bringing out the dead,1999,"['drama', 'thriller']",1990
285,m285,broadcast news,1987,"['comedy', 'drama', 'romance']",1980
286,m286,a bucket of blood,1959,"['comedy', 'horror']",1950
287,m287,buffy the vampire slayer,1992,"['horror', 'comedy', 'action']",1990
288,m288,bull durham,1988,"['comedy', 'romance', 'sport']",1980
289,m289,casino,1995,"['biography', 'crime', 'drama']",1990
290,m290,catwoman,2004,"['action', 'crime', 'fantasy']",2000
291,m291,cellular,2004,"['action', 'crime', 'thriller']",2000
292,m292,the crying game,1992,"['drama', 'thriller']",1990
293,m293,charade,1963,"['comedy', 'mystery', 'romance', 'thriller']",1960
294,m294,cherry falls,2000,"['horror', 'mystery', 'thriller']",2000
295,m295,chill factor,1999,"['action', 'adventure', 'comedy', 'thriller']",1990
296,m296,chinatown,1974,"['crime', 'drama', 'mystery', 'thriller']",1970
297,m297,nuovo cinema paradiso,1988,"['comedy', 'drama', 'romance']",1980
298,m298,citizen kane,1941,"['drama', 'mystery']",1940
299,m299,clerks.,1994,['comedy'],1990
300,m300,cliffhanger,1993,"['action', 'adventure', 'thriller']",1990
301,m301,a clockwork orange,1971,"['crime', 'drama', 'sci-fi']",1970
302,m302,collateral,2004,"['crime', 'drama', 'thriller']",2000
303,m303,conspiracy theory,1997,"['action', 'crime', 'mystery', 'romance', 'thriller']",1990
304,m304,contact,1997,"['drama', 'mystery', 'sci-fi', 'thriller']",1990
305,m305,cool hand luke,1967,"['crime', 'drama']",1960
306,m306,copycat,1995,"['crime', 'mystery', 'thriller']",1990
307,m307,crash,2004,"['crime', 'drama']",2000
308,m308,crazy love,2007,['documentary'],2000
309,m309,crime spree,2003,"['action', 'comedy', 'crime']",2000
310,m310,"crouching tiger, hidden dragon",2003,['action'],2000
311,m311,the crow,1994,"['action', 'crime', 'fantasy', 'thriller']",1990
312,m312,cruel intentions,1999,"['drama', 'romance', 'thriller']",1990
313,m313,the curse of the cat people,1944,"['drama', 'fantasy', 'horror']",1940
314,m314,the curse,1987,"['sci-fi', 'horror']",1980
315,m315,dark city,1998,"['mystery', 'sci-fi', 'thriller']",1990
316,m316,dave,1993,"['comedy', 'romance']",1990
317,m317,day of the dead,1985,"['horror', 'sci-fi']",1980
318,m318,dead poets society,1989,['drama'],1980
319,m319,deep rising,1998,"['action', 'horror', 'sci-fi', 'thriller']",1990
320,m320,the deer hunter,1978,"['drama', 'war']",1970
321,m321,demolition man,1993,"['action', 'crime', 'sci-fi']",1990
322,m322,the devil and daniel webster,2004,"['comedy', 'drama', 'fantasy']",2000
323,m323,die hard,1988,"['action', 'crime', 'thriller']",1980
324,m324,dog day afternoon,1975,"['crime', 'drama']",1970
325,m325,domino,2005,"['action', 'crime', 'drama', 'thriller']",2000
326,m326,do the right thing,1989,['drama'],1980
327,m327,dumb and dumberer: when harry met lloyd,2003,['comedy'],2000
328,m328,dune,1984,"['action', 'adventure', 'sci-fi']",1980
329,m329,ed wood,1994,"['biography', 'comedy', 'drama']",1990
330,m330,edtv,1999,['comedy'],1990
331,m331,election,1999,"['comedy', 'drama']",1990
332,m332,l.a. confidential,1997,"['crime', 'drama', 'mystery', 'thriller']",1990
333,m333,enemy of the state,1998,"['action', 'drama', 'thriller']",1990
334,m334,the english patient,1996,"['romance', 'drama', 'war']",1990
335,m335,entrapment,1999,"['action', 'crime', 'romance', 'thriller']",1990
336,m336,erin brockovich,2000,"['biography', 'drama', 'romance']",2000
337,m337,star wars: the empire strikes back,1982,"['animation', 'adventure', 'action', 'fantasy']",1980
338,m338,escape from the planet of the apes,1971,"['sci-fi', 'thriller']",1970
339,m339,escape from l.a.,1996,"['action', 'adventure', 'sci-fi', 'thriller']",1990
340,m340,excalibur,1981,"['adventure', 'drama', 'fantasy']",1980
341,m341,the exorcist,1973,"['horror', 'thriller']",1970
342,m342,the fabulous baker boys,1989,"['drama', 'music', 'romance']",1980
343,m343,face/off,1997,"['action', 'crime', 'drama', 'sci-fi', 'thriller']",1990
344,m344,the family man,2000,"['comedy', 'fantasy', 'drama', 'romance']",2000
345,m345,the fantastic four,1994,"['action', 'adventure', 'sci-fi', 'fantasy']",1990
346,m346,fantastic voyage,1966,"['adventure', 'sci-fi']",1960
347,m347,fargo,1996,"['crime', 'drama', 'thriller']",1990
348,m348,fight club,1999,"['crime', 'drama', 'mystery', 'thriller']",1990
349,m349,final destination 2,2003,"['horror', 'thriller']",2000
350,m350,final destination,2000,"['horror', 'thriller']",2000
351,m351,rambo: first blood part ii,1985,"['action', 'adventure', 'thriller']",1980
352,m352,the fisher king,1991,"['comedy', 'drama', 'romance']",1990
353,m353,five easy pieces,1970,['drama'],1970
354,m354,five feet high and rising,2000,['short'],2000
355,m355,fletch,1985,"['comedy', 'crime', 'mystery']",1980
356,m356,the adventures of ford fairlane,1990,"['action', 'adventure', 'comedy', 'music']",1990
357,m357,the french connection,1971,"['action', 'crime', 'thriller']",1970
358,m358,frequency,2000,"['crime', 'drama', 'sci-fi', 'thriller']",2000
359,m359,friday the 13th part iii,1982,['horror'],1980
360,m360,jason lives: friday the 13th part vi,1986,"['comedy', 'horror', 'thriller']",1980
361,m361,jason goes to hell: the final friday,1993,"['horror', 'thriller']",1990
362,m362,friday the 13th part viii: jason takes manhattan,1989,['horror'],1980
363,m363,game 6,2005,"['comedy', 'drama', 'sport']",2000
364,m364,gandhi,1982,"['biography', 'drama', 'history']",1980
365,m365,gattaca,1997,"['drama', 'romance', 'sci-fi', 'thriller']",1990
366,m366,the getaway,1972,"['action', 'adventure', 'crime', 'thriller']",1970
367,m367,get carter,2000,"['action', 'crime', 'drama', 'thriller']",2000
368,m368,glengarry glen ross,1992,['drama'],1990
369,m369,the godfather: part ii,1974,"['crime', 'drama', 'thriller']",1970
370,m370,gods and monsters,1998,"['biography', 'drama']",1990
371,m371,gone in sixty seconds,2000,"['action', 'crime', 'thriller']",2000
372,m372,goodfellas,1990,"['crime', 'drama', 'thriller']",1990
373,m373,good will hunting,1997,['drama'],1990
374,m374,the grapes of wrath,1940,['drama'],1940
375,m375,grosse pointe blank,1997,"['comedy', 'crime', 'romance', 'thriller']",1990
376,m376,the horse whisperer,1998,"['drama', 'romance', 'western']",1990
377,m377,hackers,1995,"['action', 'crime', 'drama', 'thriller']",1990
378,m378,halloween 4: the return of michael myers,1988,"['horror', 'thriller']",1980
379,m379,halloween,1978,"['horror', 'thriller']",1970
380,m380,hannah and her sisters,1986,"['comedy', 'drama', 'romance']",1980
381,m381,hannibal,2001,"['crime', 'thriller']",2000
382,m382,happy campers,2001,['comedy'],2000
383,m383,heathers,1989,"['comedy', 'crime']",1980
384,m384,heavenly creatures,1994,"['crime', 'drama', 'fantasy', 'thriller']",1990
385,m385,hellraiser: hellseeker,2002,"['horror', 'mystery', 'thriller']",2000
386,m386,hero,1992,"['comedy', 'drama']",1990
387,m387,hider in the house,1989,['thriller'],1980
388,m388,highlander iii: the sorcerer,1994,"['fantasy', 'sci-fi', 'action']",1990
389,m389,hostage,2005,"['action', 'crime', 'drama', 'thriller']",2000
390,m390,hotel rwanda,2004,"['adventure', 'drama', 'history', 'thriller', 'war']",2000
391,m391,house on haunted hill,1999,"['horror', 'mystery', 'thriller']",1990
392,m392,house of the damned,1996,"['action', 'horror', 'thriller']",1990
393,m393,hellraiser iii: hell on earth,1992,['horror'],1990
394,m394,hudson hawk,1991,"['action', 'adventure', 'comedy', 'action', 'adventure', 'comedy', 'crime']",1990
395,m395,the hudsucker proxy,1994,"['comedy', 'drama', 'fantasy', 'romance']",1990
396,m396,i walked with a zombie,1943,['horror'],1940
397,m397,the ice storm,1997,['drama'],1990
398,m398,insomnia,2002,"['crime', 'drama', 'mystery', 'thriller']",2000
